Id,AdvertId,ClientId,Title,ClientName,ClientURL,TransactionType,Category1,Location2Id,Location3,Location4,Description,Price,FormatedPrice,ContractType,ProductsCode,ProductLabel,PhotoUrl,NumPhotos,SemanticText,GridDate,Surface,Area,Address,FormatedSurface,FormatedLivingArea,Rooms,Capacity,Baths,AgeId,Ages,ConditionId,Condition,PriceM2,FormatedPriceM2,FloorId,Floor,AdministrationPrice,Neighborhood,Stratum,ViewMapTypeId,ViewMapType,GaragesId,Garages,ParentLevel,Extras,ExtrasId,PromotionLogoURL,ClientLogoURL,ClientParentLevel,Latitude,Longitude,GroupName,NumVideos,ModifyDate,Advertising,TotalEnvironment,InteriorFloors,IncludesAdministration,IsProjectWithOutProduct,Edad_prom,Link,Ascensor,Depósito
0,6143178,1301404,Apartamento en Venta - Bogotá Pasadena,Century 21 Abundanza,inmobiliaria-century-21-abundanza-1301404.aspx,Venta,Apartamento,3630001,Zona Noroccidente,,"Maravilloso apartamento en segundo piso. 109 metros. Sala-comedor amplios con chimenea,  patio con domo corredizo privado,  estudio amplio,  vista sobre calle con doble vidrio que aísla el sonido exterior. Edificio con ascensor desde parqueadero. Parqueadero cubierto en sótano. Vías de acceso: carreras 50 y 51,  avenida suba y Autopista norte y calle 103 B. Frente a carulla,  en la esquina de Auros copias,  cerca a centro comercial.Maravilloso apartamento en segundo piso. 109 metros. Sala-comedor amplios con chimenea,  patio con domo corredizo privado,  estudio amplio,  vista sobre calle con doble vidrio que aísla el sonido exterior. Edificio con ascensor desde parqueadero. Parqueadero cubierto en sótano. Vías de acceso: carreras 50 y 51,  avenida suba y Autopista norte y calle 103 B. Frente a carulla,  en la esquina de Auros copias,  cerca a centro comercial.Maravilloso apartamento en segundo piso. 109 metros. Sala-comedor amplios con chimenea,  patio con domo corredizo privado,  estudio amplio,  vista sobre",448000000,$ 448.000.000,Professional,DOV,,2021/03/02/6143178/apartamento-venta-cundinamarca-bogota-342795148_p.jpg,21,/apartamento-en-venta/bogota/pasadena-det-6143178.aspx,3/4/2021 7:26:35 PM,109.0,109.0,"Calle 103 B 51 - 41, Pasadena, Zona Noroccidente, Bogotá, Cundinamarca","109,00 m2","109,00 m2",3,0,2,4,16 a 30 años,3,Bueno,4110091.74,4.110.092/m²,2,2º,680000,Pasadena,2,1,,0,1.0,0,"#All#$|Interiores$Ascensores Comunales, Baño Auxiliar, Baño Independiente, Calentador, Chimenea, Citófono, Closet, Cocina Integral, Con administrador, Estudio, Garaje Cubierto, Hall de Alcobas, Instalación de gas, Puerta de seguridad, Servicios Públicos, Shut de basura, Todos los Servicios, Ubicada en edificio, Zona de lavandería|Exteriores$Acceso Pavimentado, Ascensor, Baños Públicos, Circuito cerrado de TV, En Edificio, En zona Comercial, En zona residencial, Garaje Cubierto, Portería / Recepción, Portería / Vigilancia, Ubicada en edificio, Vigilancia, Vigilancia 24x7, Vigilancia privada 24*7|del Sector$Cerca a sector comercial, Cerca centro comercial, Colegios / Universidades, Cómodas vias de acceso, Parques cercanos, Seguridad, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","317,121,181,128,129,130,180,20,226,122,304,124,133,218,175,222,192,316,134,156,13,183,117,185,186,187,207,115,157,205,119,147,245,202,264,140,263,142,262,189,143,141,139",,1301404_p.jpg,0,4.69145154953003,-74.0623779296875,,0,3/5/2021 8:16:49 PM,,0,0,False,False,23.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6143178.aspx,1,False
1,6184316,3031498,Apartamento en Venta - Bogotá Pasadena,Diana Villamil,diana-villamil-3031498.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"Apartamento con ubicación en Pasadena diagonal a Iglesia Santo Domingo Savio, Iluminado, altura de 3,40mts, cocina abierta con horno microondas y lavaplatos eléctrico, área Social se compone de sala y comedor independiente con chimenea. Consta de 3 habitaciones, la principal con Baño y Jacuzzi, Estudio, cuarto de lavandería, incluye  terraza de 74 mts, depósito y 3 parqueaderos.",820000000,$ 820.000.000,Particular,ADD,,2021/03/16/6184316/apartamento-venta-cundinamarca-bogota-345201024_p.jpg,13,/apartamento-en-venta/bogota/pasadena-det-6184316.aspx,3/23/2021 2:50:24 AM,188.0,188.0,CR 51 103B - 60,"188,00 m2","188,00 m2",3,0,3,2,1 a 8 años,2,Excelente,4361702.13,4.361.702/m²,5,5º,0,Pasadena,5,1,,0,3.0,0,"Interiores$Balcón, Barra estilo americano, Calentador, Chimenea, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Sauna / Turco / Jacuzzi, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$PentHouse","32,127,128,129,20,131,11,122,124,133,125,134,13,117,12,109,7,5,115,112,10,119,142,135,143,141,139,146",,,0,4.692749977111821,-74.06166076660159,,0,3/23/2021 2:50:24 AM,,0,0,False,False,4.5,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6184316.aspx,1,True
2,6069564,227410,Apartamento en Venta - Bogotá Pasadena,PAISVIVIENDA SAS,inmobiliaria-paisvivienda-sas-227410.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"Excelente apartamento ubicado en cuarto piso exterior,  cocina abierta,  dos alcobas y estudio,  exterior. dos parqueaderos independientes. excelentes acabados. Edificio con terraza BBQ,  gimnasio,  cerca a Iserra 100,  almacén los tres elefantes..",565000000,$ 565.000.000,Professional,DOV,,2021/02/05/6069564/apartamento-venta-cundinamarca-bogota-347229979_p.jpg,14,/apartamento-en-venta/bogota/pasadena-det-6069564.aspx,3/2/2021 1:08:17 PM,94.0,94.0,Carrera 51 No. 102A - 63,"94,00 m2","94,00 m2",2,-1,3,2,1 a 8 años,2,Excelente,6010638.3,6.010.638/m²,4,4º,700000,Pasadena,4,1,,0,2.0,0,"Interiores$Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","32,121,128,129,130,20,11,122,133,134,13,117,5,115,112,119,142,143,141,139",,227410_p.jpg,0,4.69093990325928,-74.0620803833008,,0,3/24/2021 11:33:06 AM,,0,0,False,False,4.5,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6069564.aspx,1,True
3,6191156,269477,Apartamento en Venta - Bogotá Pasadena,Diana Lorena De la Rosa,diana-lorena-de-la-rosa-269477.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,Gran oportunidad para remodelar Se vende apartamento en barrio Pasadena precio SUPER NEGOCIABLE ubicado en zona residencial y tranquila Cerca a Carilla Ara 3 elefantes éxito express Buenas vías de acceso,330000000,$ 330.000.000,Particular,ADE,,2021/03/18/6191156/apartamento-venta-cundinamarca-bogota-345930168_p.jpg,15,/apartamento-en-venta/bogota/pasadena-det-6191156.aspx,3/18/2021 5:15:10 AM,73.0,73.0,Carrera 51 104 B  97,"73,00 m2","73,00 m2",2,0,2,5,Más de 30 años,2,Excelente,4520547.95,4.520.548/m²,2,2º,200000,Pasadena,2,1,,0,0.0,0,"Exteriores$Parqueadero Visitantes, Portería / Recepción|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial","5,115,142,143,141,137,139",,,0,4.69373512268066,-74.0618209838867,,0,3/20/2021 12:48:14 PM,,0,0,False,False,40.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6191156.aspx,0,False
4,5888308,822984,Apartamento en Venta - Bogotá Pasadena,Ecoinsa Inmobiliaria SAS,inmobiliaria-ecoinsa-inmobiliaria-sas-822984.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"HERMOSO APTO,  Iluminado con Amplios y Acogedores Espacios,  de 2 Habitaciones,  dos Baños,  Sala Comedor con Chimenea,  Cocina Cerrada. Edificio Clásico con Salón Social,  Parqueadero para visitantes y Vigilancia. Sector Residencial Recursivo,  con Facilidad de vías de Acceso y transporte Público. Encuentra más inmuebles www.ecoinsaingenieria.com,  Síguenos FB:Inmobiliariaecoinsa e IG:Ecoinsainmobiliaria..",330000000,$ 330.000.000,Professional,,,2020/11/17/5888308/apartamento-venta-cundinamarca-bogota-348503819_p.jpg,18,/apartamento-en-venta/bogota/pasadena-det-5888308.aspx,3/29/2021 5:44:17 PM,77.0,77.0,cra 51 106-28,"77,00 m2",,2,-1,2,4,16 a 30 años,3,Bueno,4285714.29,4.285.714/m²,2,2º,362500,Pasadena,2,1,,0,1.0,0,"Interiores$Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","128,129,130,20,11,133,134,13,117,5,115,112,119,142,143,141,139",,822984_p.jpg,0,4.6951699256897,-74.0612487792969,,0,3/29/2021 5:44:19 PM,,0,0,False,False,23.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5888308.aspx,1,True
5,5225207,667199,Apartamento en Venta - Bogotá Pasadena,ASESORES INTEGRALES INMOBILIARIOS E INVERSIONES SA,inmobiliaria-asesores-integrales-inmobiliarios-e-inversiones-sa-667199.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"OPORTUNIDAD VENTA APARTAMENTO PENTHOUSE CONJUNTO RESIDENCIAL ENTRADA SOBRE LA CALLE 100 QUE CONSTA DE SALA,  COMEDOR,  COCINA, 4 ALCOBAS,  VESTIER,  3 BAÑOS,  ALCOBA Y BAÑO DE SERVICIO,  ZONA DE LAVANDERIA,  TERRAZA, DEPOSITO Y 1 PARQUEADERO CUBIERTO,  EL INMUEBLE ES CERCANO A TRANSPORTE PUBLICO,  TRANSMILENIO ESTACION CALLE 100,  CERCANO A CENTROS COMERCIALES,  GRANDES ALMACENES. EL CONJUNTO CUENTA CON PARQUE INFANTIL,  CANCHAS MULTIPLES,  SALON DE REUNIONES.PRECIO NEGOCIABLE.",630000000,$ 630.000.000,Professional,,,2020/01/21/5225207/apartamento-venta-cundinamarca-bogota-348362581_p.jpg,30,/apartamento-en-venta/bogota/pasadena-det-5225207.aspx,3/29/2021 1:43:27 PM,155.0,155.0,CARRERA 49 C # 100 -08  ENTRADA 4 BLOQUE 5 APARTAMENTO 501,"155,00 m2","155,00 m2",4,-1,3,4,16 a 30 años,2,Excelente,4064516.13,4.064.516/m²,5,5º,595000,Pasadena,5,1,,0,1.0,0,"Interiores$Baño Auxiliar, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Parqueadero Visitantes, Portería / Recepción, Terraza, Vigilancia, Vivienda Multifamiliar, Zona Infantil, Zonas Verdes|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","121,129,130,20,11,122,124,133,134,13,5,115,10,119,114,106,107,142,143,141,139",,667199_p.jpg,0,4.68813228607178,-74.0615005493164,,0,3/29/2021 1:43:27 PM,,0,0,False,False,23.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5225207.aspx,1,True
6,6216825,1372928,Apartamento en Venta - Bogotá Pasadena,Maria Claudia  Rodriguez,maria-claudia-rodriguez-1372928.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,Hermoso Apartamento en Pasadena 85 m2 Piso 4 3 alcobas 2 de ellas con baño privado y un baño completo social sala comedor cocina integral con mesón en mármol pisos laminados balcón chimenea calentador a gas parqueadero y deposito Edificio de 11 años con ascensor vigilancia 24 7 citofonía y parqueadero de visitantes Ubicado en zona residencial y muy tranquila rodeada de parques frente a estación de sitp y cerca de estación 106 y puentelargo,520000000,$ 520.000.000,Particular,,,2021/03/28/6216825/apartamento-venta-cundinamarca-bogota-348327296_p.jpg,10,/apartamento-en-venta/bogota/pasadena-det-6216825.aspx,3/28/2021 11:58:08 PM,85.0,85.0,Cra 53 # 106-29,"85,00 m2",,3,0,3,3,9 a 15 años,0,,6117647.06,6.117.647/m²,0,,350000,Pasadena,0,1,,0,1.0,0,,0,,,0,4.69289112091064,-74.06390380859379,,0,3/28/2021 11:58:44 PM,,0,0,False,False,12.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6216825.aspx,0,False
7,6215652,875439,Apartamento en Venta - Bogotá Pasadena,LILIANA HE,liliana-he-875439.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"Pasadena tel único 318 472 2714 dos alcobas, estudio grande+estudio pequeño , hall de alcobas ,2 baños 2, garajes, estrato 4 ,estufa a gas natural, 26 años antigüedad, calle 103 b con 49 b tiene 80 mt+2° piso",450000000,$ 450.000.000,Particular,,,2021/03/27/6215652/apartamento-venta-cundinamarca-bogota-348265587_p.jpg,18,/apartamento-en-venta/bogota/pasadena-det-6215652.aspx,3/27/2021 9:56:03 PM,80.0,80.0,calle 103 No. 49,"80,00 m2","80,00 m2",2,0,2,4,16 a 30 años,2,Excelente,5625000.0,5.625.000/m²,2,2º,0,Pasadena,2,1,,0,2.0,0,"Interiores$Baño Auxiliar, Citófono, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, En conjunto cerrado, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial","121,130,122,133,134,13,12,109,5,115,119,140,142,135,143,141,137",,,0,0.0,0.0,,0,3/29/2021 7:36:32 PM,,0,0,False,False,23.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6215652.aspx,1,False
8,5868303,2370027,Apartamento en Venta - Bogotá Pasadena,MGM GESTION INMOBILIARIA,inmobiliaria-mgm-gestion-inmobiliaria-2370027.aspx,Venta,Apartamento,3630001,Zona Noroccidente,Pasadena,"Acogedor apto 67 Mtrs. 2 habitaciones,  2 baños. Sala comedor,  cocina integral,  zona de lavandería,  depósito y 2 parqueaderos cubiertos. Puerta de seguridad y pisos laminado italiano. Muy buena iluminación y ventilación natural. 5 años de construido. Admn $190.000. El edificio cuenta con portería 24 horas,  salón social,  parqueadero visitantes. Excelentes vas de acceso: Cll 100,  116 y autopista norte,  Av Suba. Zona residencial,  cerca a parques,  centros comerciales,  bancos. PRECIO NEGOCIABLE.",435000000,$ 435.000.000,Professional,,,2020/11/09/5868303/apartamento-venta-cundinamarca-bogota-348257573_p.jpg,17,/apartamento-en-venta/bogota/pasadena-det-5868303.aspx,3/27/2021 7:39:17 PM,67.0,67.0,CRA 50 · 104B-61,"67,00 m2","67,00 m2",2,-1,2,2,1 a 8 años,2,Excelente,6492537.31,6.492.537/m²,5,5º,190000,Pasadena,5,2,,0,2.0,0,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","121,128,130,20,11,124,133,134,13,117,5,115,112,119,142,143,141,139",,2370027_p.jpg,0,0.0,0.0,,0,3/27/2021 7:40:05 PM,,0,0,False,False,4.5,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5868303.aspx,1,True
9,6041120,389326,Apartamento en Venta - Bogotá Pasadena,Homes n Bricks,inmobiliaria-homes-n-bricks-389326.aspx,Venta,Apartamento,3630001,Zona Noroccidente,,"Encuentra,  Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!!  El apartamento cuenta con 3 habitaciones,  la principal con baño en suite y walk-in closet. Dos habitaciones comparten baño y hay un baño social. La sala y el comedor se encuentran en ambientes separados. En la sala hay una chimenea de leña. El piso de las áreas sociales es de madera,  y el de las habitaciones laminado. El apartamento tiene vista hacia una zona verde,  a pesar de ser interior.  La cocina tiene estufa a gas y el horno es eléctrico. Tiene cuarto y baño de servicio,  2 garajes en línea y depósito.   El edifico se compone de dos torres independientes,  tiene una terraza común al aire libre,  ubicada en el primer piso. Cuenta con vigilancia 24 horas y circuito cerrado de televisión. Existe la facilidad de acceso por múltiples vías y la cercanía de transmilenio,  supermercados y parques.    .",580000000,$ 580.000.000,Professional,,,2021/01/27/6041120/apartamento-venta-cundinamarca-bogota-348250997_p.jpg,16,/apartamento-en-venta/bogota/pasadena-det-6041120.aspx,3/27/2021 5:58:55 PM,118.0,118.0,"carrera 53 No. 104 B - 48, apto 207","118,00 m2","113,00 m2",3,0,3,4,16 a 30 años,0,,4915254.24,4.915.254/m²,2,2º,500000,Pasadena,2,1,,0,2.0,0,"Interiores$Baño Auxiliar, Baño Independiente, Calentador, Chimenea, Citófono, Closet, Cocina Equipada, Cocina Integral, Cuarto de Servicio, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial","121,181,128,129,130,180,174,20,272,11,133,134,156,13,117,164,109,5,115,112,10,119,140,142,143,141,139",,389326_p.jpg,0,4.69330072402954,-74.0621566772461,,0,3/27/2021 5:58:55 PM,,0,0,False,False,23.0,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6041120.aspx,1,True
